sample_id,case_id,split,prefix_end_index,prefix_length,current_event,next_activity,is_terminal_prefix,remaining_time_seconds,outcome_label,outcome_label_id,remaining_time_norm,next_activity_id
3844,Case1734,val,0,1,A,L,False,3456153.0,risk_normal,1,0.7034120070821187,12
3845,Case1734,val,1,2,L,N,False,2687906.0,risk_normal,1,0.20273871595109172,14
3846,Case1734,val,2,3,N,L,False,2678721.0,risk_normal,1,0.19675277109346326,12
3847,Case1734,val,3,4,L,J,False,2592029.0,risk_normal,1,0.14025483624343327,10
3848,Case1734,val,4,5,J,B,False,2592023.0,risk_normal,1,0.14025092599094055,1
3849,Case1734,val,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3850,Case1735,train,0,1,A,H,False,2910026.0,risk_normal,1,0.3474962632321403,8
3851,Case1735,train,1,2,H,J,False,1358372.0,risk_normal,1,-0.6637302236615574,10
3852,Case1735,train,2,3,J,J,False,1296019.0,risk_normal,1,-0.704366219274808,10
3853,Case1735,train,3,4,J,B,False,1296018.0,risk_normal,1,-0.7043668709835568,1
3854,Case1735,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3855,Case1736,train,0,1,A,L,False,5094615.0,risk_high,0,1.771212027040706,12
3856,Case1736,train,1,2,L,J,False,4283158.0,risk_high,0,1.2423784008744994,10
3857,Case1736,train,2,3,J,B,False,4283007.0,risk_high,0,1.242279992853432,1
3858,Case1736,train,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3859,Case1737,train,0,1,A,L,False,3455282.0,risk_normal,1,0.7028443687619234,12
3860,Case1737,train,1,2,L,N,False,3016325.0,risk_normal,1,0.4167722515196794,14
3861,Case1737,train,2,3,N,J,False,2744962.0,risk_normal,1,0.23992261032200612,10
3862,Case1737,train,3,4,J,B,False,2141042.0,risk_normal,1,-0.15365733724674432,1
3863,Case1737,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3864,Case1738,train,0,1,A,J,False,4320376.0,risk_high,0,1.2666336970869343,10
3865,Case1738,train,1,2,J,B,False,4060668.0,risk_high,0,1.0973797213563987,1
3866,Case1738,train,2,3,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3867,Case1739,test,0,1,A,L,False,3802210.0,risk_normal,1,0.9289403815618497,12
3868,Case1739,test,1,2,L,J,False,3797046.0,risk_normal,1,0.9255749575831024,10
3869,Case1739,test,2,3,J,B,False,3107968.0,risk_normal,1,0.4764967963849645,1
3870,Case1739,test,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3871,Case174,train,0,1,A,L,False,4403885.0,risk_high,0,1.3210572429895684,12
3872,Case174,train,1,2,L,N,False,3520335.0,risk_high,0,0.7452399779969047,14
3873,Case174,train,2,3,N,J,False,3431758.0,risk_high,0,0.6875135721554071,10
3874,Case174,train,3,4,J,B,False,3007181.0,risk_high,0,0.41081302672075126,1
3875,Case174,train,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3876,Case1740,val,0,1,A,A,False,3798039.0,risk_normal,1,0.92622210437065,0
3877,Case1740,val,1,2,A,L,False,3797111.0,risk_normal,1,0.9256173186517737,12
3878,Case1740,val,2,3,L,J,False,3792795.0,risk_normal,1,0.9228045436919997,10
3879,Case1740,val,3,4,J,B,False,3792476.0,risk_normal,1,0.9225966486011359,1
3880,Case1740,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3881,Case1741,train,0,1,A,L,False,3283472.0,risk_normal,1,0.5908742886324575,12
3882,Case1741,train,1,2,L,J,False,3197551.0,risk_normal,1,0.534878821227744,10
3883,Case1741,train,2,3,J,B,False,3192076.0,risk_normal,1,0.5313107158281233,1
3884,Case1741,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3885,Case1742,test,0,1,A,L,False,5097896.0,risk_high,0,1.7733502834454833,12
3886,Case1742,test,1,2,L,J,False,4869292.0,risk_high,0,1.6243670566372856,10
3887,Case1742,test,2,3,J,B,False,4600413.0,risk_high,0,1.4491362599716047,1
3888,Case1742,test,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3889,Case1743,val,0,1,A,J,False,3024739.0,risk_normal,1,0.42225572893199137,10
3890,Case1743,val,1,2,J,B,False,3024716.0,risk_normal,1,0.42224073963076925,1
3891,Case1743,val,2,3,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3892,Case1744,train,0,1,A,L,False,3971197.0,risk_normal,1,1.0390706878934837,12
3893,Case1744,train,1,2,L,J,False,3970601.0,risk_normal,1,1.0386822694792053,10
3894,Case1744,train,2,3,J,L,False,3955571.0,risk_normal,1,1.0288870869849043,12
3895,Case1744,train,3,4,L,J,False,3368724.0,risk_normal,1,0.6464337628842312,10
3896,Case1744,train,4,5,J,B,False,3261576.0,risk_normal,1,0.5766044738689701,1
3897,Case1744,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3898,Case1745,val,0,1,L,J,False,2851543.0,risk_normal,1,0.30938238047670374,10
3899,Case1745,val,1,2,J,B,False,2850972.0,risk_normal,1,0.30901025478114513,1
3900,Case1745,val,2,3,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3901,Case1746,test,0,1,A,L,False,3113209.0,risk_normal,1,0.4799124019373685,12
3902,Case1746,test,1,2,L,N,False,2336660.0,risk_normal,1,-0.026171375226106127,14
3903,Case1746,test,2,3,N,J,False,2336498.0,risk_normal,1,-0.026276952043409973,10
3904,Case1746,test,3,4,J,B,False,1299613.0,risk_normal,1,-0.7020239780316597,1
3905,Case1746,test,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3906,Case1747,train,0,1,A,L,False,2678841.0,risk_normal,1,0.19683097614331796,12
3907,Case1747,train,1,2,L,J,False,2668621.0,risk_normal,1,0.19017051273069274,10
3908,Case1747,train,2,3,J,B,False,2659085.0,risk_normal,1,0.1839558181022393,1
3909,Case1747,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3910,Case1748,train,0,1,A,L,False,3801747.0,risk_normal,1,0.9286386404111603,12
3911,Case1748,train,1,2,L,J,False,3801727.0,risk_normal,1,0.9286256062361844,10
3912,Case1748,train,2,3,J,B,False,3296520.0,risk_normal,1,0.5993777843866585,1
3913,Case1748,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3914,Case1749,val,0,1,A,L,False,3805616.0,risk_normal,1,0.9311601015602256,12
3915,Case1749,val,1,2,L,J,False,3804922.0,risk_normal,1,0.9307078156885659,10
3916,Case1749,val,2,3,J,B,False,3804886.0,risk_normal,1,0.9306843541736094,1
3917,Case1749,val,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3918,Case175,train,0,1,A,L,False,3892434.0,risk_normal,1,0.9877401517126029,12
3919,Case175,train,1,2,L,J,False,3891672.0,risk_normal,1,0.9872435496460256,10
3920,Case175,train,2,3,J,B,False,3891635.0,risk_normal,1,0.9872194364223204,1
3921,Case175,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3922,Case1750,train,0,1,A,L,False,3305307.0,risk_normal,1,0.6051043491622689,12
3923,Case1750,train,1,2,L,N,False,3305147.0,risk_normal,1,0.6050000757624626,14
3924,Case1750,train,2,3,N,J,False,2602184.0,risk_normal,1,0.1468729385873872,10
3925,Case1750,train,3,4,J,B,False,2592028.0,risk_normal,1,0.1402541845346845,1
3926,Case1750,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3927,Case1751,test,0,1,A,L,False,3974576.0,risk_normal,1,1.0412728117556422,12
3928,Case1751,test,1,2,L,J,False,3970845.0,risk_normal,1,1.0388412864139098,10
3929,Case1751,test,2,3,J,B,False,3888360.0,risk_normal,1,0.9850850902700359,1
3930,Case1751,test,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3931,Case1752,train,0,1,A,L,False,4299000.0,risk_high,0,1.2527027708728171,12
3932,Case1752,train,1,2,L,N,False,4144118.0,risk_high,0,1.1517648164428542,14
3933,Case1752,train,2,3,N,L,False,3880656.0,risk_high,0,0.9800643260693642,12
3934,Case1752,train,3,4,L,L,False,3776528.0,risk_high,0,0.9122031974754463,12
3935,Case1752,train,4,5,L,J,False,3775954.0,risk_high,0,0.9118291166536414,10
3936,Case1752,train,5,6,J,B,False,3697471.0,risk_high,0,0.8606810589224216,1
3937,Case1752,train,6,7,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3938,Case1753,test,0,1,A,L,False,4143908.0,risk_high,0,1.1516279576056085,12
3939,Case1753,test,1,2,L,J,False,4088149.0,risk_high,0,1.1152893294818738,10
3940,Case1753,test,2,3,J,B,False,4058897.0,risk_high,0,1.096225545162293,1
3941,Case1753,test,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3942,Case1754,val,0,1,A,L,False,4853579.0,risk_high,0,1.6141267570675617,12
3943,Case1754,val,1,2,L,N,False,2955448.0,risk_high,0,0.3770981780196416,14
3944,Case1754,val,2,3,N,J,False,2955436.0,risk_high,0,0.37709035751465614,10
3945,Case1754,val,3,4,J,B,False,1296017.0,risk_high,0,-0.7043675226923056,1
3946,Case1754,val,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3947,Case1755,test,0,1,A,A,False,3629897.0,risk_normal,1,0.8166424919317428,0
3948,Case1755,test,1,2,A,L,False,3629614.0,risk_normal,1,0.8164580583558355,12
3949,Case1755,test,2,3,L,N,False,3629604.0,risk_normal,1,0.8164515412683476,14
3950,Case1755,test,3,4,N,J,False,3610884.0,risk_normal,1,0.8042515534910145,10
3951,Case1755,test,4,5,J,L,False,3028453.0,risk_normal,1,0.42467617522499435,12
3952,Case1755,test,5,6,L,J,False,2497606.0,risk_normal,1,0.07871854105651427,10
3953,Case1755,test,6,7,J,B,False,1296006.0,risk_normal,1,-0.7043746914885423,1
3954,Case1755,test,7,8,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3955,Case1756,train,0,1,A,L,False,3801832.0,risk_normal,1,0.9286940356548073,12
3956,Case1756,train,1,2,L,J,False,3353289.0,risk_normal,1,0.6363746383466704,10
3957,Case1756,train,2,3,J,B,False,3351978.0,risk_normal,1,0.6355202481770078,1
3958,Case1756,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3959,Case1757,val,0,1,A,L,False,3130965.0,risk_normal,1,0.49148414248086886,12
3960,Case1757,val,1,2,L,J,False,3130493.0,risk_normal,1,0.4911765359514404,10
3961,Case1757,val,2,3,J,L,False,3130475.0,risk_normal,1,0.49116480519396216,12
3962,Case1757,val,3,4,L,C,False,3122322.0,risk_normal,1,0.4858514237650841,2
3963,Case1757,val,4,5,C,J,False,3108529.0,risk_normal,1,0.4768624049930352,10
3964,Case1757,val,5,6,J,B,False,1296017.0,risk_normal,1,-0.7043675226923056,1
3965,Case1757,val,6,7,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3966,Case1758,train,0,1,A,L,False,3281305.0,risk_normal,1,0.5894620357738314,12
3967,Case1758,train,1,2,L,J,False,3279393.0,risk_normal,1,0.5882159686461466,10
3968,Case1758,train,2,3,J,L,False,3278763.0,risk_normal,1,0.5878053921344094,12
3969,Case1758,train,3,4,L,L,False,3263771.0,risk_normal,1,0.5780349745725623,12
3970,Case1758,train,4,5,L,J,False,1364176.0,risk_normal,1,-0.6599477060835851,10
3971,Case1758,train,5,6,J,B,False,1296025.0,risk_normal,1,-0.7043623090223152,1
3972,Case1758,train,6,7,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3973,Case1759,train,0,1,F,A,False,3897354.0,risk_normal,1,0.9909465587566456,0
3974,Case1759,train,1,2,A,L,False,3891753.0,risk_normal,1,0.9872963380546775,12
3975,Case1759,train,2,3,L,J,False,3891649.0,risk_normal,1,0.9872285603448034,10
3976,Case1759,train,3,4,J,B,False,3891640.0,risk_normal,1,0.9872226949660643,1
3977,Case1759,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3978,Case176,train,0,1,A,L,False,3974765.0,risk_normal,1,1.0413959847091634,12
3979,Case176,train,1,2,L,J,False,3974743.0,risk_normal,1,1.0413816471166901,10
3980,Case176,train,2,3,J,B,False,3879537.0,risk_normal,1,0.9793350639794691,1
3981,Case176,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3982,Case1760,train,0,1,A,L,False,3453076.0,risk_normal,1,0.7014066992620944,12
3983,Case1760,train,1,2,L,J,False,3453058.0,risk_normal,1,0.7013949685046162,10
3984,Case1760,train,2,3,J,L,False,3201845.0,risk_normal,1,0.5376772585950447,12
3985,Case1760,train,3,4,L,N,False,3113006.0,risk_normal,1,0.4797801050613643,14
3986,Case1760,train,4,5,N,L,False,3099424.0,risk_normal,1,0.4709285968353099,12
3987,Case1760,train,5,6,L,J,False,1363508.0,risk_normal,1,-0.6603830475277763,10
3988,Case1760,train,6,7,J,B,False,1296014.0,risk_normal,1,-0.704369477818552,1
3989,Case1760,train,7,8,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3990,Case1761,train,0,1,A,L,False,4909648.0,risk_high,0,1.650667414903421,12
3991,Case1761,train,1,2,L,J,False,3627261.0,risk_high,0,0.8149245876699346,10
3992,Case1761,train,2,3,J,B,False,1296017.0,risk_high,0,-0.7043675226923056,1
3993,Case1761,train,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
3994,Case1762,train,0,1,A,L,False,2674839.0,risk_normal,1,0.19422283773066373,12
3995,Case1762,train,1,2,L,J,False,2674830.0,risk_normal,1,0.19421697235192464,10
3996,Case1762,train,2,3,J,B,False,2474191.0,risk_normal,1,0.06345878070361605,1
3997,Case1762,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
3998,Case1763,train,0,1,A,L,False,3802021.0,risk_normal,1,0.9288172086083285,12
3999,Case1763,train,1,2,L,J,False,3800710.0,risk_normal,1,0.9279628184386659,10
4000,Case1763,train,2,3,J,B,False,3800647.0,risk_normal,1,0.9279217607874921,1
4001,Case1763,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4002,Case1764,val,0,1,A,H,False,2671249.0,risk_normal,1,0.19188320332251066,8
4003,Case1764,val,1,2,H,J,False,1298594.0,risk_normal,1,-0.7026880692466759,10
4004,Case1764,val,2,3,J,J,False,1296020.0,risk_normal,1,-0.7043655675660593,10
4005,Case1764,val,3,4,J,B,False,1296019.0,risk_normal,1,-0.704366219274808,1
4006,Case1764,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4007,Case1765,train,0,1,A,L,False,4376050.0,risk_high,0,1.302916929967022,12
4008,Case1765,train,1,2,L,J,False,1296042.0,risk_high,0,-0.7043512299735859,10
4009,Case1765,train,2,3,J,B,False,1296020.0,risk_high,0,-0.7043655675660593,1
4010,Case1765,train,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4011,Case1766,train,0,1,A,L,False,2769038.0,risk_normal,1,0.25561315015785396,12
4012,Case1766,train,1,2,L,J,False,1296959.0,risk_normal,1,-0.7037536130509462,10
4013,Case1766,train,2,3,J,B,False,1296012.0,risk_normal,1,-0.7043707812360496,1
4014,Case1766,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4015,Case1767,train,0,1,A,L,False,3798089.0,risk_normal,1,0.9262546898080894,12
4016,Case1767,train,1,2,L,J,False,3428349.0,risk_normal,1,0.6852918970307849,10
4017,Case1767,train,2,3,J,B,False,3428343.0,risk_normal,1,0.6852879867782922,1
4018,Case1767,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4019,Case1768,train,0,1,A,L,False,4414838.0,risk_high,0,1.328195408915056,12
4020,Case1768,train,1,2,L,J,False,4413116.0,risk_high,0,1.3270731664496411,10
4021,Case1768,train,2,3,J,B,False,4137259.0,risk_high,0,1.1472947461349094,1
4022,Case1768,train,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4023,Case1769,train,0,1,A,L,False,3024442.0,risk_normal,1,0.422062171433601,12
4024,Case1769,train,1,2,L,J,False,3022349.0,risk_normal,1,0.4206981450223853,10
4025,Case1769,train,2,3,J,B,False,3010272.0,risk_normal,1,0.4128274584632586,1
4026,Case1769,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4027,Case177,test,0,1,A,L,False,2678979.0,risk_normal,1,0.19692091195065087,12
4028,Case177,test,1,2,L,J,False,2678391.0,risk_normal,1,0.19653770720636285,10
4029,Case177,test,2,3,J,B,False,2673580.0,risk_normal,1,0.19340233641593818,1
4030,Case177,test,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4031,Case1770,train,0,1,F,A,False,4330687.0,risk_high,0,1.2733534659956993,0
4032,Case1770,train,1,2,A,L,False,4330406.0,risk_high,0,1.2731703358372897,12
4033,Case1770,train,2,3,L,C,False,4330385.0,risk_high,0,1.273156649953565,2
4034,Case1770,train,3,4,C,J,False,4330373.0,risk_high,0,1.2731488294485795,10
4035,Case1770,train,4,5,J,B,False,1296015.0,risk_high,0,-0.7043688261098032,1
4036,Case1770,train,5,6,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4037,Case1771,train,0,1,A,L,False,3018433.0,risk_normal,1,0.4181460535621269,12
4038,Case1771,train,1,2,L,J,False,1298900.0,risk_normal,1,-0.7024886463695464,10
4039,Case1771,train,2,3,J,B,False,1296016.0,risk_normal,1,-0.7043681744010544,1
4040,Case1771,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4041,Case1772,train,0,1,A,L,False,3093502.0,risk_normal,1,0.4670691776249805,12
4042,Case1772,train,1,2,L,N,False,2825054.0,risk_normal,1,0.29211926743002764,14
4043,Case1772,train,2,3,N,J,False,2744356.0,risk_normal,1,0.2395276748202399,10
4044,Case1772,train,3,4,J,B,False,1296012.0,risk_normal,1,-0.7043707812360496,1
4045,Case1772,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4046,Case1773,train,0,1,A,L,False,3974614.0,risk_normal,1,1.0412975766880963,12
4047,Case1773,train,1,2,L,J,False,3974604.0,risk_normal,1,1.0412910596006084,10
4048,Case1773,train,2,3,J,B,False,3881373.0,risk_normal,1,0.980531601242246,1
4049,Case1773,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4050,Case1774,test,0,1,F,A,False,3197146.0,risk_normal,1,0.5346148791844844,0
4051,Case1774,test,1,2,A,A,False,3195083.0,risk_normal,1,0.5332704040357323,0
4052,Case1774,test,2,3,A,L,False,3194123.0,risk_normal,1,0.5326447636368947,12
4053,Case1774,test,3,4,L,J,False,2675219.0,risk_normal,1,0.19447048705520362,10
4054,Case1774,test,4,5,J,B,False,2675041.0,risk_normal,1,0.19435448289791915,1
4055,Case1774,test,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4056,Case1775,val,0,1,A,A,False,2851391.0,risk_normal,1,0.3092833207468878,0
4057,Case1775,val,1,2,A,L,False,2789695.0,risk_normal,1,0.2690754977815917,12
4058,Case1775,val,2,3,L,J,False,2784059.0,risk_normal,1,0.265402467273416,10
4059,Case1775,val,3,4,J,B,False,2784004.0,risk_normal,1,0.26536662329223254,1
4060,Case1775,val,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4061,Case1776,train,0,1,A,L,False,3628181.0,risk_normal,1,0.8155241597188206,12
4062,Case1776,train,1,2,L,J,False,3559434.0,risk_normal,1,0.7707211383658121,10
4063,Case1776,train,2,3,J,B,False,1296017.0,risk_normal,1,-0.7043675226923056,1
4064,Case1776,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4065,Case1777,train,0,1,A,L,False,2857136.0,risk_normal,1,0.31302738750868153,12
4066,Case1777,train,1,2,L,J,False,2266940.0,risk_normal,1,-0.07160850919168647,10
4067,Case1777,train,2,3,J,B,False,1296018.0,risk_normal,1,-0.7043668709835568,1
4068,Case1777,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4069,Case1778,train,0,1,A,J,False,3798227.0,risk_normal,1,0.9263446256154224,10
4070,Case1778,train,1,2,J,B,False,3798173.0,risk_normal,1,0.9263094333429878,1
4071,Case1778,train,2,3,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4072,Case1779,train,0,1,A,A,False,4922588.0,risk_high,0,1.659100526112753,0
4073,Case1779,train,1,2,A,L,False,3803197.0,risk_high,0,0.9295836180969045,12
4074,Case1779,train,2,3,L,J,False,2592526.0,risk_high,0,0.14057873549158148,10
4075,Case1779,train,3,4,J,B,False,2592017.0,risk_high,0,0.1402470157384478,1
4076,Case1779,train,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4077,Case178,test,0,1,A,L,False,2678435.0,risk_normal,1,0.19656638239130958,12
4078,Case178,test,1,2,L,J,False,2678426.0,risk_normal,1,0.19656051701257046,10
4079,Case178,test,2,3,J,B,False,2092409.0,risk_normal,1,-0.18535188882660764,1
4080,Case178,test,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4081,Case1780,val,0,1,A,L,False,4735253.0,risk_high,0,1.5370126676583353,12
4082,Case1780,val,1,2,L,N,False,4303507.0,risk_high,0,1.25564002220361,14
4083,Case1780,val,2,3,N,J,False,2850996.0,risk_high,0,0.30902589579111606,10
4084,Case1780,val,3,4,J,B,False,1296013.0,risk_high,0,-0.7043701295273007,1
4085,Case1780,val,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4086,Case1781,train,0,1,A,L,False,2679680.0,risk_normal,1,0.19737775978355207,12
4087,Case1781,train,1,2,L,N,False,2346754.0,risk_normal,1,-0.019593027115828332,14
4088,Case1781,train,2,3,N,J,False,1473925.0,risk_normal,1,-0.5884233226127235,10
4089,Case1781,train,3,4,J,B,False,1473029.0,risk_normal,1,-0.5890072536516385,1
4090,Case1781,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4091,Case1782,train,0,1,A,L,False,2679013.0,risk_normal,1,0.1969430700481097,12
4092,Case1782,train,1,2,L,J,False,2678997.0,risk_normal,1,0.19693264270812907,10
4093,Case1782,train,2,3,J,B,False,2678023.0,risk_normal,1,0.19629787838680843,1
4094,Case1782,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4095,Case1783,train,0,1,A,L,False,3168964.0,risk_normal,1,0.5162484232261082,12
4096,Case1783,train,1,2,L,J,False,1296026.0,risk_normal,1,-0.7043616573135665,10
4097,Case1783,train,2,3,J,B,False,1296012.0,risk_normal,1,-0.7043707812360496,1
4098,Case1783,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4099,Case1784,train,0,1,A,L,False,2675049.0,risk_normal,1,0.19435969656790947,12
4100,Case1784,train,1,2,L,J,False,2594519.0,risk_normal,1,0.14187759102791828,10
4101,Case1784,train,2,3,J,J,False,2589420.0,risk_normal,1,0.13855452811784236,10
4102,Case1784,train,3,4,J,B,False,2589419.0,risk_normal,1,0.13855387640909356,1
4103,Case1784,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4104,Case1785,train,0,1,L,J,False,3920492.0,risk_normal,1,1.0060257957861292,10
4105,Case1785,train,1,2,J,B,False,3829167.0,risk_normal,1,0.946508494302959,1
4106,Case1785,train,2,3,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4107,Case1786,train,0,1,A,L,False,3462244.0,risk_normal,1,0.7073815650709935,12
4108,Case1786,train,1,2,L,J,False,3452645.0,risk_normal,1,0.7011258127913663,10
4109,Case1786,train,2,3,J,B,False,1299617.0,risk_normal,1,-0.7020213711966646,1
4110,Case1786,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4111,Case1787,train,0,1,A,L,False,3277348.0,risk_normal,1,0.5868832242548727,12
4112,Case1787,train,1,2,L,N,False,2784557.0,risk_normal,1,0.265727018230313,14
4113,Case1787,train,2,3,N,J,False,1926337.0,risk_normal,1,-0.29358246415552125,10
4114,Case1787,train,3,4,J,J,False,1296014.0,risk_normal,1,-0.704369477818552,10
4115,Case1787,train,4,5,J,B,False,1296011.0,risk_normal,1,-0.7043714329447983,1
4116,Case1787,train,5,6,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4117,Case1788,train,0,1,A,L,False,3648105.0,risk_normal,1,0.8285088048296959,12
4118,Case1788,train,1,2,L,N,False,3647903.0,risk_normal,1,0.8283771596624404,14
4119,Case1788,train,2,3,N,J,False,3481708.0,risk_normal,1,0.7200664241574257,10
4120,Case1788,train,3,4,J,B,False,1296020.0,risk_normal,1,-0.7043655675660593,1
4121,Case1788,train,4,5,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4122,Case1789,train,0,1,A,A,False,4922509.0,risk_high,0,1.6590490411215986,0
4123,Case1789,train,1,2,A,L,False,1296056.0,risk_high,0,-0.7043421060511028,12
4124,Case1789,train,2,3,L,J,False,1296047.0,risk_high,0,-0.704347971429842,10
4125,Case1789,train,3,4,J,B,False,1296042.0,risk_high,0,-0.7043512299735859,1
4126,Case1789,train,4,5,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4127,Case179,train,0,1,A,L,False,2679013.0,risk_normal,1,0.1969430700481097,12
4128,Case179,train,1,2,L,J,False,2607041.0,risk_normal,1,0.15003828798025617,10
4129,Case179,train,2,3,J,B,False,2594561.0,risk_normal,1,0.14190496279536743,1
4130,Case179,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4131,Case1790,train,0,1,A,L,False,3801935.0,risk_normal,1,0.9287611616559326,12
4132,Case1790,train,1,2,L,J,False,3561258.0,risk_normal,1,0.7719098551236035,10
4133,Case1790,train,2,3,J,B,False,3553981.0,risk_normal,1,0.7671673705586648,1
4134,Case1790,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4135,Case1791,train,0,1,A,L,False,3478535.0,risk_normal,1,0.7179985522975177,12
4136,Case1791,train,1,2,L,J,False,2516147.0,risk_normal,1,0.09080187296781411,10
4137,Case1791,train,2,3,J,B,False,1296015.0,risk_normal,1,-0.7043688261098032,1
4138,Case1791,train,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4139,Case1792,val,0,1,A,L,False,3919182.0,risk_normal,1,1.0051720573252154,12
4140,Case1792,val,1,2,L,J,False,3297212.0,risk_normal,1,0.5998287668408206,10
4141,Case1792,val,2,3,J,B,False,1296013.0,risk_normal,1,-0.7043701295273007,1
4142,Case1792,val,3,4,B,EOS,True,0.0,risk_normal,1,-1.5489931401717885,5
4143,Case1793,train,0,1,A,J,False,3974897.0,risk_high,0,1.0414820102640037,10
4144,Case1793,train,1,2,J,B,False,3958069.0,risk_high,0,1.0305150554393796,1
4145,Case1793,train,2,3,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4146,Case1794,val,0,1,A,L,False,5096353.0,risk_high,0,1.7723446968461016,12
4147,Case1794,val,1,2,L,J,False,5093693.0,risk_high,0,1.7706111515743224,10
4148,Case1794,val,2,3,J,B,False,5090711.0,risk_high,0,1.7686677560854331,1
4149,Case1794,val,3,4,B,EOS,True,0.0,risk_high,0,-1.5489931401717885,5
4150,Case1795,train,0,1,A,L,False,4299701.0,risk_high,0,1.2531596187057183,12
4151,Case1795,train,1,2,L,N,False,2921082.0,risk_high,0,0.35470155515875323,14
4152,Case1795,train,2,3,N,J,False,2920814.0,risk_high,0,0.35452689721407776,10
